stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
2.0,1.0,1.0,2.0,,,,7.0,468.0,510.0,15.0,496.0,545.0,,,,,5.0,5.0,,,978.0,1041.0,,,1.0,1.0,,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,
1.0,2.0,2.0,2.0,12.0,419.0,459.0,,,,,,,,,,74.0,,,,878.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,2.0,2.0,2.0,10.0,400.0,418.0,,,,,,,,,,1.0,,,,818.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,2.0,2.0,2.0,3.0,421.0,468.0,,,,,,,,,,15.0,,,,889.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,2.0,2.0,2.0,2.0,408.0,473.0,,,,,,,,,,76.0,,,,881.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
2.0,1.0,1.0,1.0,,,,23.0,507.0,518.0,10.0,604.0,582.0,618.0,626.0,4.0,,21.0,21.0,21.0,,1025.0,1186.0,1244.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
1.0,1.0,2.0,2.0,12.0,388.0,423.0,9.0,,461.0,,,,,,,8.0,8.0,,,811.0,,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,1.0,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,,,12.0,,,,79.0,,,,,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,1.0,1.0,1.0,15.0,451.0,536.0,3.0,558.0,535.0,15.0,622.0,648.0,624.0,624.0,21.0,41.0,41.0,41.0,41.0,987.0,1093.0,1270.0,1248.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,602.0,608.0,4.0,,,,40.0,,,,1210.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
2.0,1.0,1.0,1.0,,,,4.0,457.0,518.0,18.0,481.0,525.0,523.0,574.0,6.0,,64.0,64.0,64.0,,975.0,1006.0,1097.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,2.0,2.0,418.0,449.0,0.0,490.0,520.0,7.0,564.0,545.0,,,,32.0,32.0,32.0,,867.0,1010.0,1109.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
1.0,1.0,2.0,2.0,10.0,,,25.0,434.0,461.0,,,,,,,27.0,27.0,,,,895.0,,,0.0,0.0,,,1.0,0.0,,,0.0,1.0,0.0,0.0,1.0,1.0,,
1.0,1.0,2.0,2.0,1.0,419.0,484.0,3.0,428.0,470.0,,,,,,,19.0,19.0,,,903.0,898.0,,,0.0,0.0,,,1.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
2.0,2.0,1.0,2.0,,,,,,,2.0,542.0,579.0,,,,,,14.0,,,,1121.0,,,,0.0,,,,0.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,2.0,1.0,1.0,,,,,,,13.0,593.0,626.0,614.0,620.0,4.0,,,11.0,11.0,,,1219.0,1234.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
1.0,1.0,1.0,1.0,16.0,410.0,429.0,10.0,463.0,497.0,26.0,526.0,541.0,604.0,567.0,15.0,62.0,62.0,62.0,62.0,839.0,960.0,1067.0,1171.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,12.0,414.0,468.0,,,,,,,,,,74.0,,,,882.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
2.0,1.0,2.0,2.0,,,,16.0,462.0,463.0,,,,,,,,17.0,,,,925.0,,,,1.0,,,,0.0,,,0.0,1.0,0.0,1.0,,1.0,,
1.0,1.0,2.0,2.0,13.0,453.0,494.0,3.0,564.0,612.0,,,,,,,54.0,54.0,,,947.0,1176.0,,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
2.0,1.0,2.0,2.0,,,,8.0,571.0,553.0,,,,,,,,5.0,,,,1124.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,1.0,,1.0,,
2.0,2.0,1.0,1.0,,,,,,,5.0,542.0,546.0,569.0,567.0,20.0,,,23.0,23.0,,,1088.0,1136.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,8.0,,,624.0,,22.0,,,58.0,58.0,,,,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,25.0,562.0,522.0,,,25.0,,,15.0,15.0,,,1084.0,,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,1.0
1.0,1.0,1.0,1.0,8.0,470.0,520.0,12.0,544.0,567.0,16.0,611.0,639.0,641.0,651.0,6.0,3.0,3.0,3.0,3.0,990.0,1111.0,1250.0,1292.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,,667.0,14.0,,,,70.0,,,,,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
1.0,2.0,2.0,2.0,9.0,391.0,365.0,,,,,,,,,,53.0,,,,756.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,535.0,,1.0,,,,1.0,,,,,,,,1.0,,,,0.0,0.0,1.0,0.0,1.0,,,,1.0
2.0,1.0,2.0,2.0,,,,20.0,483.0,510.0,,,,,,,,3.0,,,,993.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,0.0,,0.0,,
1.0,1.0,1.0,1.0,0.0,455.0,576.0,12.0,629.0,653.0,13.0,637.0,615.0,675.0,655.0,7.0,59.0,59.0,59.0,59.0,1031.0,1282.0,1252.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,11.0,397.0,449.0,18.0,471.0,454.0,,,,,,,75.0,75.0,,,846.0,925.0,,,0.0,0.0,,,0.0,1.0,,,1.0,0.0,0.0,1.0,0.0,1.0,,
2.0,2.0,1.0,1.0,,,,,,,9.0,614.0,577.0,,,13.0,,,12.0,12.0,,,1191.0,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,1.0
1.0,1.0,2.0,2.0,3.0,431.0,473.0,9.0,480.0,523.0,,,,,,,58.0,58.0,,,904.0,1003.0,,,0.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,1.0,1.0,2.0,,,,13.0,590.0,653.0,9.0,,,,,,,52.0,52.0,,,1243.0,,,,0.0,0.0,,,1.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,
2.0,1.0,1.0,1.0,,,,3.0,521.0,495.0,4.0,557.0,525.0,620.0,593.0,19.0,,24.0,24.0,24.0,,1016.0,1082.0,1213.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0
1.0,1.0,1.0,1.0,5.0,439.0,449.0,4.0,540.0,510.0,19.0,577.0,632.0,614.0,594.0,22.0,64.0,64.0,64.0,64.0,888.0,1050.0,1209.0,1208.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,2.0,1.0,442.0,489.0,3.0,487.0,505.0,,,,,,,19.0,19.0,19.0,,931.0,992.0,,,0.0,0.0,0.0,,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,,
1.0,2.0,2.0,2.0,11.0,447.0,547.0,,,,,,,,,,27.0,,,,994.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,3.0,410.0,412.0,4.0,453.0,553.0,29.0,591.0,607.0,624.0,667.0,11.0,56.0,56.0,56.0,56.0,822.0,1006.0,1198.0,1291.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,13.0,497.0,602.0,11.0,558.0,653.0,25.0,650.0,659.0,639.0,672.0,4.0,11.0,11.0,11.0,11.0,1099.0,1211.0,1309.0,1311.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,27.0,474.0,559.0,,,,,,,,,,70.0,,,,1033.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,1.0,,,
1.0,1.0,1.0,1.0,5.0,439.0,513.0,2.0,494.0,518.0,12.0,596.0,593.0,614.0,618.0,1.0,1.0,1.0,1.0,1.0,952.0,1012.0,1189.0,1232.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,2.0,,,,4.0,451.0,484.0,,,,,,,,16.0,,,,935.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,1.0,,1.0,,
2.0,2.0,1.0,1.0,,,,,,,10.0,586.0,603.0,573.0,616.0,4.0,,,21.0,21.0,,,1189.0,1189.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0
1.0,1.0,2.0,2.0,20.0,358.0,384.0,4.0,,497.0,,,,,,,64.0,64.0,,,742.0,,,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,
1.0,1.0,1.0,1.0,5.0,413.0,429.0,4.0,454.0,505.0,35.0,582.0,587.0,578.0,601.0,2.0,47.0,47.0,47.0,47.0,842.0,959.0,1169.0,1179.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,5.0,,,8.0,540.0,592.0,17.0,588.0,620.0,626.0,659.0,38.0,9.0,9.0,9.0,9.0,,1132.0,1208.0,1285.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,2.0,,,,5.0,456.0,495.0,,,,,,,,56.0,,,,951.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
2.0,1.0,1.0,1.0,,,,5.0,469.0,535.0,12.0,536.0,568.0,557.0,634.0,8.0,,17.0,17.0,17.0,,1004.0,1104.0,1191.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0
2.0,2.0,1.0,1.0,,,,,,,19.0,588.0,639.0,587.0,626.0,2.0,,,65.0,65.0,,,1227.0,1213.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,19.0,524.0,550.0,545.0,559.0,16.0,,,9.0,9.0,,,1074.0,1104.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0
1.0,2.0,2.0,2.0,15.0,,,,,,,,,,,,21.0,,,,,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,
2.0,1.0,2.0,2.0,,,,42.0,590.0,562.0,,,,,,,,63.0,,,,1152.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,,
1.0,2.0,2.0,2.0,7.0,411.0,449.0,,,,,,,,,,4.0,,,,860.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
2.0,1.0,1.0,1.0,,,,3.0,483.0,545.0,4.0,,,590.0,624.0,19.0,,24.0,24.0,24.0,,1028.0,,1214.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0
1.0,2.0,2.0,2.0,17.0,416.0,484.0,,,,,,,,,,43.0,,,,900.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,1.0,1.0,1.0,,,,39.0,527.0,526.0,9.0,593.0,596.0,647.0,622.0,16.0,,12.0,12.0,12.0,,1053.0,1189.0,1269.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0
1.0,2.0,2.0,2.0,1.0,447.0,484.0,,,,,,,,,,21.0,,,,931.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,1.0,1.0,1.0,6.0,448.0,513.0,8.0,590.0,557.0,19.0,560.0,593.0,622.0,618.0,0.0,13.0,13.0,13.0,13.0,961.0,1147.0,1153.0,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
2.0,1.0,2.0,2.0,,,,39.0,629.0,592.0,,,,,,,,1.0,,,,1221.0,,,,1.0,,,,0.0,,,1.0,0.0,0.0,1.0,,0.0,,
1.0,1.0,1.0,1.0,0.0,445.0,494.0,7.0,553.0,562.0,18.0,604.0,603.0,686.0,651.0,21.0,7.0,7.0,7.0,7.0,939.0,1115.0,1207.0,1337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,12.0,422.0,484.0,1.0,482.0,562.0,11.0,579.0,611.0,557.0,608.0,8.0,25.0,25.0,25.0,25.0,906.0,1044.0,1190.0,1165.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,2.0,1.0,2.0,,,,,,,9.0,650.0,639.0,,,,,,51.0,,,,1289.0,,,,0.0,,,,1.0,,1.0,0.0,0.0,0.0,,,0.0,
1.0,1.0,1.0,1.0,15.0,403.0,439.0,2.0,527.0,529.0,19.0,573.0,568.0,616.0,604.0,0.0,47.0,47.0,47.0,47.0,842.0,1056.0,1141.0,1220.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,665.0,639.0,20.0,,,,41.0,,,,1304.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
2.0,1.0,2.0,2.0,,,,7.0,468.0,515.0,,,,,,,,51.0,,,,983.0,,,,0.0,,,,0.0,,,,,,1.0,,0.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,626.0,618.0,19.0,,,,43.0,,,,1244.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,1.0,1.0,1.0,6.0,,,15.0,462.0,458.0,10.0,549.0,550.0,595.0,571.0,30.0,19.0,19.0,19.0,19.0,,920.0,1099.0,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,0.0,521.0,556.0,612.0,603.0,17.0,,,31.0,31.0,,,1077.0,1215.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,1.0
2.0,1.0,2.0,2.0,,,,10.0,544.0,526.0,,,,,,,,61.0,,,,1070.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,,
2.0,1.0,2.0,2.0,,,,8.0,433.0,479.0,,,,,,,,53.0,,,,912.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
1.0,1.0,1.0,1.0,12.0,470.0,536.0,7.0,558.0,549.0,13.0,637.0,611.0,608.0,580.0,7.0,72.0,72.0,72.0,72.0,1006.0,1107.0,1248.0,1188.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,8.0,442.0,500.0,,,,,,,,,,4.0,,,,942.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
2.0,2.0,1.0,1.0,,,,,,,11.0,559.0,510.0,559.0,582.0,4.0,,,55.0,55.0,,,1069.0,1141.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0
1.0,1.0,1.0,2.0,14.0,414.0,463.0,26.0,495.0,512.0,4.0,550.0,536.0,,,,33.0,33.0,33.0,,877.0,1007.0,1086.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,639.0,620.0,23.0,,,,5.0,,,,1259.0,,,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,1.0,1.0,1.0,,,,21.0,516.0,472.0,39.0,530.0,540.0,587.0,549.0,6.0,,56.0,56.0,56.0,,988.0,1070.0,1136.0,,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0
1.0,1.0,2.0,2.0,12.0,427.0,494.0,1.0,460.0,500.0,,,,,,,51.0,51.0,,,921.0,960.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
1.0,1.0,2.0,2.0,10.0,451.0,513.0,7.0,579.0,612.0,,,,,,,72.0,72.0,,,964.0,1191.0,,,0.0,0.0,,,1.0,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
1.0,1.0,1.0,1.0,3.0,476.0,528.0,3.0,590.0,572.0,22.0,684.0,648.0,686.0,700.0,0.0,10.0,10.0,10.0,10.0,1004.0,1162.0,1332.0,1386.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,1.0,,,,2.0,465.0,507.0,,,,529.0,554.0,7.0,,20.0,,20.0,,972.0,,1083.0,,0.0,,0.0,,1.0,,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0
2.0,2.0,1.0,1.0,,,,,,,8.0,669.0,639.0,661.0,631.0,15.0,,,51.0,51.0,,,1308.0,1292.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,1.0,1.0,1.0,,,,11.0,,507.0,2.0,549.0,509.0,588.0,528.0,15.0,,73.0,73.0,73.0,,,1058.0,1116.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
1.0,2.0,2.0,2.0,12.0,391.0,418.0,,,,,,,,,,10.0,,,,809.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,2.0,10.0,418.0,489.0,23.0,604.0,502.0,33.0,622.0,615.0,,,,51.0,51.0,51.0,,907.0,1106.0,1237.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
2.0,2.0,2.0,1.0,,,,,,,,,,565.0,597.0,27.0,,,,52.0,,,,1162.0,,,,1.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
1.0,1.0,1.0,1.0,9.0,443.0,520.0,16.0,544.0,529.0,31.0,532.0,572.0,636.0,624.0,5.0,7.0,7.0,7.0,7.0,963.0,1073.0,1104.0,1260.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,39.0,548.0,549.0,8.0,637.0,648.0,602.0,631.0,0.0,,1.0,1.0,1.0,,1097.0,1285.0,1233.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,9.0,604.0,587.0,599.0,631.0,6.0,,,58.0,58.0,,,1191.0,1230.0,,,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
1.0,1.0,1.0,1.0,1.0,437.0,500.0,13.0,514.0,542.0,6.0,586.0,570.0,620.0,622.0,8.0,76.0,77.0,77.0,77.0,937.0,1056.0,1156.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,2.0,2.0,,,,16.0,540.0,502.0,,,,,,,,17.0,,,,1042.0,,,,1.0,,,,0.0,,,0.0,0.0,1.0,1.0,,0.0,,
1.0,2.0,2.0,2.0,11.0,414.0,454.0,,,,,,,,,,18.0,,,,868.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,2.0,1.0,1.0,,,,,,,7.0,530.0,522.0,567.0,571.0,12.0,,,22.0,22.0,,,1052.0,1138.0,,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0
1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,40.0,,,,,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
1.0,1.0,1.0,1.0,2.0,434.0,434.0,2.0,505.0,529.0,15.0,604.0,561.0,604.0,610.0,14.0,34.0,34.0,34.0,34.0,868.0,1034.0,1165.0,1214.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,2.0,397.0,444.0,,,,,,,,,,57.0,,,,841.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,2.0,2.0,2.0,19.0,,,,,,,,,,,,73.0,,,,,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
1.0,1.0,2.0,2.0,2.0,451.0,494.0,9.0,564.0,518.0,,,,,,,25.0,25.0,,,945.0,1082.0,,,0.0,0.0,,,1.0,1.0,,,1.0,0.0,0.0,0.0,1.0,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,592.0,588.0,9.0,,,,56.0,,,,1180.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,1.0,1.0,2.0,,,,27.0,447.0,465.0,2.0,,,,,,,19.0,19.0,,,912.0,,,,0.0,0.0,,,1.0,1.0,,0.0,1.0,0.0,0.0,,1.0,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,597.0,583.0,1.0,,,,1.0,,,,1180.0,,,,1.0,,,,0.0,0.0,1.0,0.0,0.0,,,,0.0
1.0,2.0,2.0,2.0,11.0,380.0,399.0,,,,,,,,,,45.0,,,,779.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,2.0,1.0,1.0,,,,,,,19.0,,,,,3.0,,,57.0,57.0,,,,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,1.0,1.0,1.0,,,,0.0,521.0,545.0,20.0,618.0,632.0,675.0,663.0,28.0,,77.0,77.0,77.0,,1066.0,1250.0,1338.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
1.0,2.0,2.0,2.0,1.0,400.0,429.0,,,,,,,,,,16.0,,,,829.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
2.0,1.0,1.0,1.0,,,,31.0,514.0,493.0,1.0,573.0,568.0,618.0,593.0,12.0,,71.0,71.0,71.0,,1007.0,1141.0,1211.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,1.0
1.0,1.0,1.0,1.0,0.0,450.0,489.0,9.0,629.0,601.0,15.0,622.0,659.0,680.0,659.0,6.0,4.0,4.0,4.0,4.0,939.0,1230.0,1281.0,1339.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,12.0,509.0,553.0,13.0,566.0,557.0,580.0,603.0,15.0,,50.0,50.0,50.0,,1062.0,1123.0,1183.0,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,2.0,4.0,416.0,484.0,27.0,459.0,481.0,10.0,512.0,531.0,,,,40.0,40.0,40.0,,900.0,940.0,1043.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,631.0,586.0,0.0,,,,13.0,,,,1217.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,
1.0,1.0,1.0,1.0,20.0,451.0,494.0,5.0,483.0,474.0,4.0,532.0,584.0,555.0,561.0,4.0,27.0,27.0,27.0,27.0,945.0,957.0,1116.0,1116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,12.0,436.0,547.0,21.0,540.0,553.0,4.0,659.0,599.0,650.0,624.0,18.0,25.0,25.0,25.0,25.0,983.0,1093.0,1258.0,1274.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,2.0,1.0,2.0,,,,,,,10.0,530.0,515.0,,,,,,21.0,,,,1045.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,1.0,1.0,1.0,,,,4.0,553.0,584.0,9.0,575.0,584.0,624.0,579.0,15.0,,51.0,51.0,51.0,,1137.0,1159.0,1203.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,28.0,637.0,568.0,636.0,618.0,36.0,,,40.0,40.0,,,1205.0,1254.0,,,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0
1.0,1.0,1.0,1.0,16.0,472.0,520.0,7.0,590.0,592.0,10.0,659.0,648.0,612.0,620.0,18.0,72.0,72.0,72.0,72.0,992.0,1182.0,1307.0,1232.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,2.0,1.0,1.0,,,,,,,9.0,596.0,615.0,639.0,626.0,15.0,,,52.0,52.0,,,1211.0,1265.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
1.0,2.0,2.0,2.0,16.0,447.0,500.0,,,,,,,,,,68.0,,,,947.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,2.0,2.0,2.0,3.0,407.0,473.0,,,,,,,,,,43.0,,,,880.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
